2022-11-15 09:00:01,18329.15
2022-11-15 09:00:02,17637.45
2022-11-15 09:00:03,17744.75
2022-11-15 09:00:04,17850.55
2022-11-15 09:00:05,17890.95
2022-11-15 09:00:06,17928.65
2022-11-15 09:00:07,18041.25
2022-11-15 09:00:08,18052.25
2022-11-15 09:00:09,18075.55
2022-11-15 09:00:10,18101.45
2022-11-15 09:00:11,18102.4
2022-11-15 09:00:12,18105.9
2022-11-15 09:00:13,18107.65
2022-11-15 09:00:14,18108.95
2022-11-15 09:00:15,18109.4
2022-11-15 09:00:16,18111.15
2022-11-15 09:00:17,18128.65
2022-11-15 09:00:18,18130.3
2022-11-15 09:00:19,18139.1
2022-11-15 09:00:20,18145.5
2022-11-15 09:00:21,18157.5
2022-11-15 09:00:22,18158.3
2022-11-15 09:00:23,18160.3
2022-11-15 09:00:24,18161.05
2022-11-15 09:00:25,18161.9
2022-11-15 09:00:26,18183.3
2022-11-15 09:00:27,18181.3
2022-11-15 09:00:28,18179.2
2022-11-15 09:00:29,18180.75
2022-11-15 09:00:30,18182.05
2022-11-15 09:00:31,18182.15
2022-11-15 09:00:32,18224.2
2022-11-15 09:00:33,18224.25
2022-11-15 09:00:34,18226.35
2022-11-15 09:00:35,18228.45
2022-11-15 09:00:36,18229.25
2022-11-15 09:00:37,18240.4
2022-11-15 09:00:38,18242.25
2022-11-15 09:00:39,18241.6
2022-11-15 09:00:40,18244.5
2022-11-15 09:00:41,18247.35
2022-11-15 09:00:42,18177.75
2022-11-15 09:00:43,18194.1
2022-11-15 09:00:44,18194.45
2022-11-15 09:00:45,18194
2022-11-15 09:00:46,18200.8
2022-11-15 09:00:47,18203.3
2022-11-15 09:00:48,18203.7
2022-11-15 09:00:49,18204.35
2022-11-15 09:00:50,18204.7
2022-11-15 09:00:51,18205
2022-11-15 09:00:52,18204.75
2022-11-15 09:00:53,18204.85
2022-11-15 09:00:54,18204.85
2022-11-15 09:00:55,18209
2022-11-15 09:00:56,18208.4
2022-11-15 09:00:57,18208.75
2022-11-15 09:00:58,18209.7
2022-11-15 09:00:59,18210.95
2022-11-15 09:01:00,18211.05
2022-11-15 09:01:01,18210.25
2022-11-15 09:01:02,18212.6
2022-11-15 09:01:03,18214.65
2022-11-15 09:01:04,18212.6
2022-11-15 09:01:05,18209.15
2022-11-15 09:01:06,18209.15
2022-11-15 09:01:07,18252.2
2022-11-15 09:01:08,18240.55
2022-11-15 09:01:09,18241.5
2022-11-15 09:01:10,18245.35
2022-11-15 09:01:11,18266.1
2022-11-15 09:01:12,18266.5
2022-11-15 09:01:13,18265.35
2022-11-15 09:01:14,18265.35
2022-11-15 09:01:15,18256.85
2022-11-15 09:01:16,18216.35
2022-11-15 09:01:17,18217.05
2022-11-15 09:01:18,18217.5
2022-11-15 09:01:19,18217.45
2022-11-15 09:01:20,18222.25
2022-11-15 09:01:21,18264.45
2022-11-15 09:01:22,18266.45
2022-11-15 09:01:23,18268
2022-11-15 09:01:24,18267.75
2022-11-15 09:01:25,18269.3
2022-11-15 09:01:26,18270.35
2022-11-15 09:01:27,18280.7
2022-11-15 09:01:28,18280.5
2022-11-15 09:01:29,18281.25
2022-11-15 09:01:30,18281.45
2022-11-15 09:01:31,18282.2
2022-11-15 09:01:32,18283.3
2022-11-15 09:01:33,18289.75
2022-11-15 09:01:34,18289.8
2022-11-15 09:01:35,18293.15
2022-11-15 09:01:36,18292.2
2022-11-15 09:01:37,18292
2022-11-15 09:01:38,18291.3
2022-11-15 09:01:39,18291.5
2022-11-15 09:01:40,18291.55
2022-11-15 09:01:41,18291.8
